Element,Element Code,Item,Item Code,Year,Value
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,1996,57.87
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,1997,59.39
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,1998,61.31
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,1999,64.03
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2000,61.28
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2001,63.38
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2002,59.45
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2003,60.3
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2004,62.82
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2005,65.82
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2006,62.68
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2007,60.26
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2008,61.63
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2009,58.42
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2010,61.04
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2011,64.72
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2012,61.67
Food supply quantity (kg/capita/yr),645,"Vegetables, other",2605,2013,64.11
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1961,29.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1962,31.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1963,39.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1964,35.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1965,33.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1966,37.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1967,39.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1968,38.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1969,43.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1970,41.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1971,40.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1972,38.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1973,43.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1974,43.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1975,40.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1976,35.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1977,50.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1978,43.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1979,43.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1980,40.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1981,41.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1982,46.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1983,41.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1984,43.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1985,39.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1986,40.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1987,37.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1988,44.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1989,44.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1990,44.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1991,45.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1992,47.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1993,48.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1994,42.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1995,39.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1996,42.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1997,44.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1998,45.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,1999,47.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2000,46.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2001,49.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2002,46.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2003,46.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2004,48.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2005,50.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2006,47.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2007,46.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2008,47.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2009,45.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2010,47.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2011,49.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2012,46.0
Food supply (kcal/capita/day),664,"Vegetables, other",2605,2013,48.0
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1961,1.86
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1962,1.88
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1963,2.24
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1964,2.13
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1965,2.02
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1966,2.21
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1967,2.32
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1968,2.23
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1969,2.46
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1970,2.41
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1971,2.33
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1972,2.28
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1973,2.5
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1974,2.6
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1975,2.37
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1976,1.97
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1977,2.81
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1978,2.46
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1979,2.47
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1980,2.4
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1981,2.4
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1982,2.66
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1983,2.45
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1984,2.6
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1985,2.32
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1986,2.36
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1987,2.15
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1988,2.44
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1989,2.43
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1990,2.48
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1991,2.46
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1992,2.53
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1993,2.48
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1994,2.18
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1995,2.09
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1996,2.25
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1997,2.26
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1998,2.31
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,1999,2.4
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2000,2.31
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2001,2.33
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2002,2.24
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2003,2.32
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2004,2.37
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2005,2.44
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2006,2.33
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2007,2.2
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2008,2.33
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2009,2.22
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2010,2.3
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2011,2.51
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2012,2.23
Protein supply quantity (g/capita/day),674,"Vegetables, other",2605,2013,2.34
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1961,0.25
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1962,0.25
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1963,0.31
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1964,0.28
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1965,0.27
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1966,0.3
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1967,0.31
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1968,0.3
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1969,0.34
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1970,0.33
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1971,0.31
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1972,0.3
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1973,0.33
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1974,0.33
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1975,0.31
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1976,0.27
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1977,0.38
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1978,0.33
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1979,0.33
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1980,0.32
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1981,0.31
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1982,0.36
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1983,0.33
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1984,0.34
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1985,0.32
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1986,0.32
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1987,0.3
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1988,0.36
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1989,0.36
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1990,0.36
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1991,0.36
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1992,0.38
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1993,0.38
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1994,0.34
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1995,0.32
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1996,0.35
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1997,0.35
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1998,0.36
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,1999,0.39
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2000,0.37
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2001,0.4
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2002,0.37
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2003,0.38
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2004,0.4
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2005,0.41
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2006,0.4
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2007,0.39
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2008,0.39
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2009,0.37
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2010,0.39
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2011,0.41
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2012,0.41
Fat supply quantity (g/capita/day),684,"Vegetables, other",2605,2013,0.42
Food,5142,"Oranges, Mandarines",2611,1961,499.0
Food,5142,"Oranges, Mandarines",2611,1962,504.0
Food,5142,"Oranges, Mandarines",2611,1963,467.0
Food,5142,"Oranges, Mandarines",2611,1964,551.0
Food,5142,"Oranges, Mandarines",2611,1965,518.0
Food,5142,"Oranges, Mandarines",2611,1966,551.0
Food,5142,"Oranges, Mandarines",2611,1967,579.0
Food,5142,"Oranges, Mandarines",2611,1968,571.0
Food,5142,"Oranges, Mandarines",2611,1969,568.0
Food,5142,"Oranges, Mandarines",2611,1970,618.0
Food,5142,"Oranges, Mandarines",2611,1971,688.0
Food,5142,"Oranges, Mandarines",2611,1972,687.0
Food,5142,"Oranges, Mandarines",2611,1973,710.0
Food,5142,"Oranges, Mandarines",2611,1974,688.0
Food,5142,"Oranges, Mandarines",2611,1975,651.0
Food,5142,"Oranges, Mandarines",2611,1976,622.0
Food,5142,"Oranges, Mandarines",2611,1977,583.0
Food,5142,"Oranges, Mandarines",2611,1978,609.0
Food,5142,"Oranges, Mandarines",2611,1979,696.0
Food,5142,"Oranges, Mandarines",2611,1980,760.0
Food,5142,"Oranges, Mandarines",2611,1981,846.0
Food,5142,"Oranges, Mandarines",2611,1982,741.0
Food,5142,"Oranges, Mandarines",2611,1983,794.0
Food,5142,"Oranges, Mandarines",2611,1984,863.0
Food,5142,"Oranges, Mandarines",2611,1985,801.0
Food,5142,"Oranges, Mandarines",2611,1986,982.0
Food,5142,"Oranges, Mandarines",2611,1987,1007.0
Food,5142,"Oranges, Mandarines",2611,1988,1044.0
Food,5142,"Oranges, Mandarines",2611,1989,1078.0
Food,5142,"Oranges, Mandarines",2611,1990,1096.0
Food,5142,"Oranges, Mandarines",2611,1991,1102.0
Food,5142,"Oranges, Mandarines",2611,1992,1140.0
Food,5142,"Oranges, Mandarines",2611,1993,1106.0
Food,5142,"Oranges, Mandarines",2611,1994,1112.0
Food,5142,"Oranges, Mandarines",2611,1995,1054.0
Food,5142,"Oranges, Mandarines",2611,1996,1199.0
Food,5142,"Oranges, Mandarines",2611,1997,1078.0
Food,5142,"Oranges, Mandarines",2611,1998,1567.0
Food,5142,"Oranges, Mandarines",2611,1999,1363.0
Food,5142,"Oranges, Mandarines",2611,2000,1383.0
Food,5142,"Oranges, Mandarines",2611,2001,1499.0
Food,5142,"Oranges, Mandarines",2611,2002,1786.0
Food,5142,"Oranges, Mandarines",2611,2003,2556.0
Food,5142,"Oranges, Mandarines",2611,2004,2318.0
Food,5142,"Oranges, Mandarines",2611,2005,2445.0
Food,5142,"Oranges, Mandarines",2611,2006,2810.0
Food,5142,"Oranges, Mandarines",2611,2007,2075.0
Food,5142,"Oranges, Mandarines",2611,2008,2684.0
Food,5142,"Oranges, Mandarines",2611,2009,2547.0
Food,5142,"Oranges, Mandarines",2611,2010,2339.0
Food,5142,"Oranges, Mandarines",2611,2011,2370.0
Food,5142,"Oranges, Mandarines",2611,2012,2388.0
Food,5142,"Oranges, Mandarines",2611,2013,2428.0
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1961,9.41
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1962,9.44
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1963,8.68
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1964,10.17
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1965,9.5
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1966,10.05
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1967,10.51
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1968,10.31
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1969,10.21
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1970,11.08
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1971,12.28
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1972,12.23
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1973,12.62
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1974,12.22
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1975,11.54
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1976,11.01
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1977,10.31
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1978,10.78
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1979,12.32
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1980,13.45
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1981,14.98
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1982,13.11
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1983,14.03
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1984,15.24
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1985,14.12
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1986,17.29
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1987,17.68
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1988,18.27
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1989,18.83
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1990,19.08
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1991,19.14
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1992,19.75
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1993,19.11
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1994,19.16
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1995,18.1
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1996,20.54
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1997,18.41
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1998,26.66
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,1999,23.11
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2000,23.37
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2001,25.23
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2002,29.94
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2003,42.66
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2004,38.49
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2005,40.4
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2006,46.18
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2007,33.91
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2008,43.59
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2009,41.12
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2010,37.54
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2011,37.81
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2012,37.89
Food supply quantity (kg/capita/yr),645,"Oranges, Mandarines",2611,2013,38.3
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1961,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1962,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1963,7.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1964,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1965,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1966,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1967,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1968,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1969,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1970,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1971,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1972,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1973,10.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1974,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1975,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1976,7.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1977,7.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1978,7.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1979,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1980,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1981,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1982,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1983,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1984,9.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1985,8.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1986,10.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1987,10.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1988,11.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1989,10.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1990,11.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1991,10.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1992,11.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1993,11.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1994,11.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1995,10.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1996,11.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1997,10.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1998,14.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,1999,12.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2000,12.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2001,13.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2002,16.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2003,21.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2004,24.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2005,25.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2006,30.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2007,22.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2008,30.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2009,27.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2010,24.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2011,25.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2012,24.0
Food supply (kcal/capita/day),664,"Oranges, Mandarines",2611,2013,30.0
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1961,0.15
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1962,0.15
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1963,0.14
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1964,0.16
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1965,0.14
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1966,0.15
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1967,0.16
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1968,0.15
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1969,0.15
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1970,0.17
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1971,0.17
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1972,0.17
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1973,0.18
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1974,0.17
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1975,0.16
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1976,0.14
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1977,0.13
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1978,0.14
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1979,0.14
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1980,0.16
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1981,0.16
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1982,0.15
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1983,0.15
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1984,0.16
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1985,0.15
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1986,0.18
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1987,0.18
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1988,0.2
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1989,0.19
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1990,0.2
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1991,0.19
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1992,0.2
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1993,0.2
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1994,0.2
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1995,0.18
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1996,0.21
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1997,0.19
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1998,0.25
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,1999,0.21
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2000,0.22
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2001,0.24
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2002,0.28
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2003,0.37
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2004,0.41
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2005,0.41
