Element,Element Code,Item,Item Code,Year,Value
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1984,0.00048376847904883373
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1985,0.0005313759376068036
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1986,0.0005303566503831104
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1987,0.0005772198733916308
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1988,0.0005756835582616947
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1989,0.0005740852191235441
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1990,0.0006679349479070378
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1991,0.0005709745107462161
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1992,0.0005694514900884595
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1993,0.0005679267620578542
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1994,0.0008023591246167555
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1995,0.0003294467248171511
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1996,0.0006569411225903751
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1997,0.0006081418972810911
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1998,0.0006061753413466605
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,1999,0.0006505565627565196
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2000,0.000555565715206366
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2001,0.0006456071162505536
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2002,0.0007347449160817982
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2003,0.0006400267714055239
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2004,0.0007734583666697681
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2005,0.0008600402227232585
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2006,0.0008103434032757232
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2007,0.0008952036554746068
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2008,0.0008454159212730896
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2009,0.0007961362622596692
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2010,0.0009673242272948119
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2011,0.0009617368618001617
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2012,0.0036946963720254976
Food supply quantity UN population (kg/capita/day),10004,"Pulses, Other and products",2549,2013,0.0037172857244125394
Food supply quantity UN population (kg/capita/day),10004,Nuts and products,2551,1961,0.0033049810712373175
Food supply quantity UN population (kg/capita/day),10004,Nuts and products,2551,1962,0.003230748520842815
Food supply quantity UN population (kg/capita/day),10004,Nuts and products,2551,1963,0.002393351981109833
Food supply quantity UN population (kg/capita/day),10004,Nuts and products,2551,1964,0.0030851631469675633
Food supply quantity UN population (kg/capita/day),10004,Nuts and products,2551,1965,0.0029650714582221435
